Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20190921,TX     ,201910     ,020204,10874,4,-,-, 
20190921,TX     ,201910     ,020204,10874,26,-,-, 
20190921,TX     ,201910     ,020204,10875,16,-,-, 
20190921,TX     ,201910     ,020204,10875,18,-,-, 
20190921,TX     ,201910     ,020205,10875,2,-,-, 
20190921,TX     ,201910     ,020205,10875,2,-,-, 
20190921,TX     ,201910     ,020205,10876,4,-,-, 
20190921,TX     ,201910     ,020206,10876,6,-,-, 
20190921,TX     ,201910     ,020207,10875,2,-,-, 
20190921,TX     ,201910     ,020208,10875,2,-,-, 
20190921,TX     ,201910     ,020212,10874,2,-,-, 
20190921,TX     ,201910     ,020212,10873,2,-,-, 
20190921,TX     ,201910     ,020213,10873,2,-,-, 
20190921,TX     ,201910     ,020215,10874,8,-,-, 
20190921,TX     ,201910     ,020216,10874,2,-,-, 
20190921,TX     ,201910     ,020224,10874,2,-,-, 
20190921,TX     ,201910     ,020230,10873,2,-,-, 
20190921,TX     ,201910     ,020240,10872,2,-,-, 
20190921,TX     ,201910     ,020240,10872,2,-,-, 
20190921,TX     ,201910     ,020240,10872,4,-,-, 
20190921,TX     ,201910     ,020240,10872,2,-,-, 
20190921,TX     ,201910     ,020240,10871,6,-,-, 
20190921,TX     ,201910     ,020240,10871,8,-,-, 
20190921,TX     ,201910     ,020240,10871,2,-,-, 
20190921,TX     ,201910     ,020240,10871,2,-,-, 
20190921,TX     ,201910     ,020240,10871,2,-,-, 
20190921,TX     ,201910     ,020241,10871,4,-,-, 
20190921,TX     ,201910     ,020245,10871,2,-,-, 
20190921,TX     ,201910     ,020245,10871,2,-,-, 
20190921,TX     ,201910     ,020245,10871,2,-,-, 
20190921,TX     ,201910     ,020245,10872,2,-,-, 
20190921,TX     ,201910     ,020247,10872,4,-,-, 
20190921,TX     ,201910     ,020248,10872,2,-,-, 
20190921,TX     ,201910     ,020249,10872,2,-,-, 
20190921,TX     ,201910     ,020252,10872,2,-,-, 
20190921,TX     ,201910     ,020254,10872,4,-,-, 
20190921,TX     ,201910     ,020300,10872,6,-,-, 
20190921,TX     ,201910     ,020301,10872,4,-,-, 
20190921,TX     ,201910     ,020303,10873,2,-,-, 
20190921,TX     ,201910     ,020305,10871,2,-,-, 
20190921,TX     ,201910     ,020305,10871,2,-,-, 
20190921,TX     ,201910     ,020312,10873,4,-,-, 
20190921,TX     ,201910     ,020313,10873,6,-,-, 
20190921,TX     ,201910     ,020319,10872,2,-,-, 
20190921,TX     ,201910     ,020319,10872,2,-,-, 
20190921,TX     ,201910     ,020335,10872,2,-,-, 
20190921,TX     ,201910     ,020335,10873,2,-,-, 
20190921,TX     ,201910     ,020341,10872,2,-,-, 
20190921,TX     ,201910     ,020344,10871,4,-,-, 
20190921,TX     ,201910     ,020344,10871,6,-,-, 
20190921,TX     ,201910     ,020344,10871,2,-,-, 
20190921,TX     ,201910     ,020344,10871,2,-,-, 
20190921,TX     ,201910     ,020349,10870,2,-,-, 
20190921,TX     ,201910     ,020349,10870,4,-,-, 
20190921,TX     ,201910     ,020349,10870,4,-,-, 
20190921,TX     ,201910     ,020350,10870,4,-,-, 
20190921,TX     ,201910     ,020351,10871,2,-,-, 
20190921,TX     ,201910     ,020355,10870,2,-,-, 
20190921,TX     ,201910     ,020355,10870,4,-,-, 
20190921,TX     ,201910     ,020355,10870,4,-,-, 
20190921,TX     ,201910     ,020358,10870,2,-,-, 
20190921,TX     ,201910     ,020358,10870,2,-,-, 
20190921,TX     ,201910     ,020358,10870,2,-,-, 
20190921,TX     ,201910     ,020358,10870,2,-,-, 
20190921,TX     ,201910     ,020358,10870,2,-,-, 
20190921,TX     ,201910     ,020358,10870,2,-,-, 
20190921,TX     ,201910     ,020358,10870,6,-,-, 
20190921,TX     ,201910     ,020401,10871,4,-,-, 
20190921,TX     ,201910     ,020428,10871,4,-,-, 
20190921,TX     ,201910     ,020429,10871,2,-,-, 
20190921,TX     ,201910     ,020438,10872,2,-,-, 
20190921,TX     ,201910     ,020505,10872,4,-,-, 
20190921,TX     ,201910     ,020509,10871,2,-,-, 
20190921,TX     ,201910     ,020509,10871,2,-,-, 
20190921,TX     ,201910     ,020509,10871,2,-,-, 
20190921,TX     ,201910     ,020512,10871,2,-,-, 
20190921,TX     ,201910     ,020512,10871,2,-,-, 
20190921,TX     ,201910     ,020512,10871,2,-,-, 
20190921,TX     ,201910     ,020513,10870,2,-,-, 
20190921,TX     ,201910     ,020513,10870,2,-,-, 
20190921,TX     ,201910     ,020513,10870,2,-,-, 
20190921,TX     ,201910     ,020513,10870,2,-,-, 
20190921,TX     ,201910     ,020513,10870,4,-,-, 
20190921,TX     ,201910     ,020513,10870,2,-,-, 
20190921,TX     ,201910     ,020525,10871,2,-,-, 
20190921,TX     ,201910     ,020537,10871,2,-,-, 
20190921,TX     ,201910     ,020538,10871,2,-,-, 
20190921,TX     ,201910     ,020538,10870,2,-,-, 
20190921,TX     ,201910     ,020538,10870,2,-,-, 
20190921,TX     ,201910     ,020538,10870,2,-,-, 
20190921,TX     ,201910     ,020541,10871,2,-,-, 
20190921,TX     ,201910     ,020546,10871,2,-,-, 
20190921,TX     ,201910     ,020553,10871,2,-,-, 
20190921,TX     ,201910     ,020602,10872,2,-,-, 
20190921,TX     ,201910     ,020602,10872,6,-,-, 
20190921,TX     ,201910     ,020602,10872,12,-,-, 
20190921,TX     ,201910     ,020610,10872,2,-,-, 
20190921,TX     ,201910     ,020619,10872,2,-,-, 
20190921,TX     ,201910     ,020619,10872,2,-,-, 
20190921,TX     ,201910     ,020619,10872,2,-,-, 
20190921,TX     ,201910     ,020625,10872,4,-,-, 
20190921,TX     ,201910     ,020630,10871,2,-,-, 
20190921,TX     ,201910     ,020633,10872,2,-,-, 
20190921,TX     ,201910     ,020637,10871,2,-,-, 
20190921,TX     ,201910     ,020637,10871,2,-,-, 
20190921,TX     ,201910     ,020639,10871,2,-,-, 
20190921,TX     ,201910     ,020639,10871,2,-,-, 
20190921,TX     ,201910     ,020639,10871,2,-,-, 
20190921,TX     ,201910     ,020639,10871,2,-,-, 
20190921,TX     ,201910     ,020639,10871,2,-,-, 
20190921,TX     ,201910     ,020639,10871,2,-,-, 
20190921,TX     ,201910     ,020647,10870,2,-,-, 
20190921,TX     ,201910     ,020647,10870,2,-,-, 
20190921,TX     ,201910     ,020647,10870,2,-,-, 
20190921,TX     ,201910     ,020652,10870,2,-,-, 
20190921,TX     ,201910     ,020653,10869,2,-,-, 
20190921,TX     ,201910     ,020711,10871,4,-,-, 
20190921,TX     ,201910     ,020712,10870,2,-,-, 
20190921,TX     ,201910     ,020712,10870,2,-,-, 
20190921,TX     ,201910     ,020712,10870,2,-,-, 
20190921,TX     ,201910     ,020720,10871,2,-,-, 
20190921,TX     ,201910     ,020721,10871,4,-,-, 
20190921,TX     ,201910     ,020729,10870,2,-,-, 
20190921,TX     ,201910     ,020730,10871,8,-,-, 
20190921,TX     ,201910     ,020731,10870,2,-,-, 
20190921,TX     ,201910     ,020752,10870,2,-,-, 
20190921,TX     ,201910     ,020752,10870,2,-,-, 
20190921,TX     ,201910     ,020752,10870,2,-,-, 
20190921,TX     ,201910     ,020752,10870,4,-,-, 
20190921,TX     ,201910     ,020808,10869,4,-,-, 
20190921,TX     ,201910     ,020808,10869,2,-,-, 
20190921,TX     ,201910     ,020808,10869,2,-,-, 
20190921,TX     ,201910     ,020808,10869,2,-,-, 
20190921,TX     ,201910     ,020811,10868,2,-,-, 
20190921,TX     ,201910     ,020811,10868,2,-,-, 
20190921,TX     ,201910     ,020811,10868,10,-,-, 
20190921,TX     ,201910     ,020811,10868,2,-,-, 
20190921,TX     ,201910     ,020811,10869,2,-,-, 
20190921,TX     ,201910     ,020818,10868,2,-,-, 
20190921,TX     ,201910     ,020825,10868,2,-,-, 
20190921,TX     ,201910     ,020828,10869,4,-,-, 
20190921,TX     ,201910     ,020833,10869,4,-,-, 
20190921,TX     ,201910     ,020833,10868,2,-,-, 
20190921,TX     ,201910     ,020833,10868,2,-,-, 
20190921,TX     ,201910     ,020837,10868,2,-,-, 
20190921,TX     ,201910     ,020837,10868,2,-,-, 
20190921,TX     ,201910     ,020837,10868,2,-,-, 
20190921,TX     ,201910     ,020839,10868,2,-,-, 
20190921,TX     ,201910     ,020846,10868,2,-,-, 
20190921,TX     ,201910     ,020847,10868,2,-,-, 
20190921,TX     ,201910     ,020847,10868,2,-,-, 
20190921,TX     ,201910     ,020848,10868,4,-,-, 
20190921,TX     ,201910     ,020856,10867,2,-,-, 
20190921,TX     ,201910     ,020856,10868,2,-,-, 
20190921,TX     ,201910     ,020856,10868,4,-,-, 
20190921,TX     ,201910     ,020856,10868,4,-,-, 
20190921,TX     ,201910     ,020856,10868,2,-,-, 
20190921,TX     ,201910     ,020902,10870,2,-,-, 
20190921,TX     ,201910     ,020903,10868,2,-,-, 
20190921,TX     ,201910     ,020913,10869,2,-,-, 
20190921,TX     ,201910     ,020915,10869,2,-,-, 
20190921,TX     ,201910     ,020917,10869,2,-,-, 
20190921,TX     ,201910     ,020917,10869,6,-,-, 
20190921,TX     ,201910     ,020917,10869,2,-,-, 
20190921,TX     ,201910     ,020919,10870,4,-,-, 
20190921,TX     ,201910     ,020932,10870,2,-,-, 
20190921,TX     ,201910     ,020957,10870,2,-,-, 
20190921,TX     ,201910     ,021009,10870,4,-,-, 
20190921,TX     ,201910     ,021010,10870,2,-,-, 
20190921,TX     ,201910     ,021010,10869,2,-,-, 
20190921,TX     ,201910     ,021010,10869,2,-,-, 
20190921,TX     ,201910     ,021013,10870,4,-,-, 
20190921,TX     ,201910     ,021016,10870,2,-,-, 
20190921,TX     ,201910     ,021019,10870,10,-,-, 
20190921,TX     ,201910     ,021020,10870,2,-,-, 
20190921,TX     ,201910     ,021020,10869,2,-,-, 
20190921,TX     ,201910     ,021034,10870,2,-,-, 
20190921,TX     ,201910     ,021042,10870,2,-,-, 
20190921,TX     ,201910     ,021126,10870,2,-,-, 
20190921,TX     ,201910     ,021131,10870,2,-,-, 
20190921,TX     ,201910     ,021135,10870,2,-,-, 
20190921,TX     ,201910     ,021137,10869,2,-,-, 
20190921,TX     ,201910     ,021137,10869,2,-,-, 
20190921,TX     ,201910     ,021137,10869,2,-,-, 
20190921,TX     ,201910     ,021137,10869,2,-,-, 
20190921,TX     ,201910     ,021137,10869,4,-,-, 
20190921,TX     ,201910     ,021137,10869,2,-,-, 
20190921,TX     ,201910     ,021137,10869,2,-,-, 
20190921,TX     ,201910     ,021137,10869,2,-,-, 
20190921,TX     ,201910     ,021137,10869,2,-,-, 
20190921,TX     ,201910     ,021137,10869,2,-,-, 
20190921,TX     ,201910     ,021151,10868,2,-,-, 
20190921,TX     ,201910     ,021219,10869,6,-,-, 
20190921,TX     ,201910     ,021235,10869,2,-,-, 
20190921,TX     ,201910     ,021235,10869,4,-,-, 
20190921,TX     ,201910     ,021237,10869,2,-,-, 
20190921,TX     ,201910     ,021238,10869,2,-,-, 
20190921,TX     ,201910     ,021243,10869,2,-,-, 
20190921,TX     ,201910     ,021254,10869,2,-,-, 
20190921,TX     ,201910     ,021307,10869,2,-,-, 
20190921,TX     ,201910     ,021310,10869,2,-,-, 
20190921,TX     ,201910     ,021327,10868,2,-,-, 
20190921,TX     ,201910     ,021329,10868,2,-,-, 
20190921,TX     ,201910     ,021330,10868,2,-,-, 
20190921,TX     ,201910     ,021331,10868,2,-,-, 
20190921,TX     ,201910     ,021331,10868,8,-,-, 
20190921,TX     ,201910     ,021331,10868,2,-,-, 
20190921,TX     ,201910     ,021331,10868,2,-,-, 
20190921,TX     ,201910     ,021332,10867,4,-,-, 
20190921,TX     ,201910     ,021336,10868,2,-,-, 
20190921,TX     ,201910     ,021342,10868,2,-,-, 
20190921,TX     ,201910     ,021351,10869,4,-,-, 
20190921,TX     ,201910     ,021352,10869,2,-,-, 
20190921,TX     ,201910     ,021404,10869,2,-,-, 
20190921,TX     ,201910     ,021423,10869,2,-,-, 
20190921,TX     ,201910     ,021431,10869,2,-,-, 
20190921,TX     ,201910     ,021436,10869,2,-,-, 
20190921,TX     ,201910     ,021440,10869,2,-,-, 
20190921,TX     ,201910     ,021457,10869,20,-,-, 
20190921,TX     ,201910     ,021505,10869,18,-,-, 
20190921,TX     ,201910     ,021506,10869,4,-,-, 
20190921,TX     ,201910     ,021515,10870,4,-,-, 
20190921,TX     ,201910     ,021515,10870,2,-,-, 
20190921,TX     ,201910     ,021515,10870,8,-,-, 
20190921,TX     ,201910     ,021516,10869,4,-,-, 
20190921,TX     ,201910     ,021607,10870,4,-,-, 
20190921,TX     ,201910     ,021607,10870,4,-,-, 
20190921,TX     ,201910     ,021611,10871,2,-,-, 
20190921,TX     ,201910     ,021621,10871,2,-,-, 
20190921,TX     ,201910     ,021625,10871,42,-,-, 
20190921,TX     ,201910     ,021641,10872,20,-,-, 
20190921,TX     ,201910     ,021641,10873,2,-,-, 
20190921,TX     ,201910     ,021642,10871,4,-,-, 
20190921,TX     ,201910     ,021648,10872,2,-,-, 
20190921,TX     ,201910     ,021650,10871,2,-,-, 
20190921,TX     ,201910     ,021650,10871,2,-,-, 
20190921,TX     ,201910     ,021650,10871,2,-,-, 
20190921,TX     ,201910     ,021655,10871,4,-,-, 
20190921,TX     ,201910     ,021655,10871,4,-,-, 
20190921,TX     ,201910     ,021702,10871,4,-,-, 
20190921,TX     ,201910     ,021708,10871,4,-,-, 
20190921,TX     ,201910     ,021720,10871,2,-,-, 
20190921,TX     ,201910     ,021720,10871,4,-,-, 
20190921,TX     ,201910     ,021739,10872,2,-,-, 
20190921,TX     ,201910     ,021739,10872,8,-,-, 
20190921,TX     ,201910     ,021759,10873,4,-,-, 
20190921,TX     ,201910     ,021759,10872,2,-,-, 
20190921,TX     ,201910     ,021803,10873,4,-,-, 
20190921,TX     ,201910     ,021803,10873,2,-,-, 
20190921,TX     ,201910     ,021810,10872,2,-,-, 
20190921,TX     ,201910     ,021810,10872,2,-,-, 
20190921,TX     ,201910     ,021810,10872,2,-,-, 
20190921,TX     ,201910     ,021810,10872,2,-,-, 
20190921,TX     ,201910     ,021810,10872,2,-,-, 
20190921,TX     ,201910     ,021810,10872,2,-,-, 
20190921,TX     ,201910     ,021810,10872,2,-,-, 
20190921,TX     ,201910     ,021810,10872,2,-,-, 
20190921,TX     ,201910     ,021810,10872,4,-,-, 
20190921,TX     ,201910     ,021811,10872,2,-,-, 
20190921,TX     ,201910     ,021812,10872,2,-,-, 
20190921,TX     ,201910     ,021813,10871,4,-,-, 
20190921,TX     ,201910     ,021819,10872,2,-,-, 
20190921,TX     ,201910     ,021833,10872,2,-,-, 
20190921,TX     ,201910     ,021835,10872,6,-,-, 
20190921,TX     ,201910     ,021835,10872,2,-,-, 
20190921,TX     ,201910     ,021837,10872,2,-,-, 
20190921,TX     ,201910     ,021844,10872,4,-,-, 
20190921,TX     ,201910     ,021844,10872,2,-,-, 
20190921,TX     ,201910     ,021853,10871,2,-,-, 
20190921,TX     ,201910     ,021853,10871,4,-,-, 
20190921,TX     ,201910     ,021853,10871,2,-,-, 
20190921,TX     ,201910     ,021853,10871,2,-,-, 
20190921,TX     ,201910     ,021853,10871,2,-,-, 
20190921,TX     ,201910     ,021853,10871,2,-,-, 
20190921,TX     ,201910     ,021853,10871,2,-,-, 
20190921,TX     ,201910     ,021853,10871,2,-,-, 
20190921,TX     ,201910     ,021857,10870,6,-,-, 
20190921,TX     ,201910     ,021857,10870,6,-,-, 
20190921,TX     ,201910     ,021857,10870,4,-,-, 
20190921,TX     ,201910     ,021857,10870,2,-,-, 
20190921,TX     ,201910     ,021857,10870,2,-,-, 
20190921,TX     ,201910     ,021857,10870,2,-,-, 
20190921,TX     ,201910     ,021857,10870,2,-,-, 
20190921,TX     ,201910     ,021925,10870,2,-,-, 
20190921,TX     ,201910     ,021925,10870,2,-,-, 
20190921,TX     ,201910     ,021931,10871,2,-,-, 
20190921,TX     ,201910     ,021931,10871,2,-,-, 
20190921,TX     ,201910     ,021945,10871,2,-,-, 
20190921,TX     ,201910     ,021958,10871,2,-,-, 
20190921,TX     ,201910     ,022007,10870,2,-,-, 
20190921,TX     ,201910     ,022008,10870,2,-,-, 
20190921,TX     ,201910     ,022008,10870,2,-,-, 
20190921,TX     ,201910     ,022041,10872,4,-,-, 
20190921,TX     ,201910     ,022041,10872,6,-,-, 
20190921,TX     ,201910     ,022104,10873,30,-,-, 
20190921,TX     ,201910     ,022105,10874,2,-,-, 
20190921,TX     ,201910     ,022105,10874,20,-,-, 
20190921,TX     ,201910     ,022109,10874,2,-,-, 
20190921,TX     ,201910     ,022112,10874,2,-,-, 
20190921,TX     ,201910     ,022118,10875,20,-,-, 
20190921,TX     ,201910     ,022125,10874,4,-,-, 
20190921,TX     ,201910     ,022127,10874,2,-,-, 
20190921,TX     ,201910     ,022130,10875,20,-,-, 
20190921,TX     ,201910     ,022134,10874,2,-,-, 
20190921,TX     ,201910     ,022140,10875,10,-,-, 
20190921,TX     ,201910     ,022151,10875,2,-,-, 
20190921,TX     ,201910     ,022151,10875,2,-,-, 
20190921,TX     ,201910     ,022152,10876,10,-,-, 
20190921,TX     ,201910     ,022153,10876,2,-,-, 
20190921,TX     ,201910     ,022153,10876,2,-,-, 
20190921,TX     ,201910     ,022153,10876,2,-,-, 
20190921,TX     ,201910     ,022155,10875,2,-,-, 
20190921,TX     ,201910     ,022157,10876,2,-,-, 
20190921,TX     ,201910     ,022200,10875,10,-,-, 
20190921,TX     ,201910     ,022200,10875,14,-,-, 
20190921,TX     ,201910     ,022200,10875,2,-,-, 
20190921,TX     ,201910     ,022200,10875,4,-,-, 
20190921,TX     ,201910     ,022201,10874,4,-,-, 
20190921,TX     ,201910     ,022202,10875,14,-,-, 
20190921,TX     ,201910     ,022203,10875,10,-,-, 
20190921,TX     ,201910     ,022203,10875,4,-,-, 
20190921,TX     ,201910     ,022207,10874,2,-,-, 
20190921,TX     ,201910     ,022207,10874,2,-,-, 
20190921,TX     ,201910     ,022209,10874,2,-,-, 
20190921,TX     ,201910     ,022212,10873,4,-,-, 
20190921,TX     ,201910     ,022212,10873,2,-,-, 
20190921,TX     ,201910     ,022219,10874,4,-,-, 
20190921,TX     ,201910     ,022225,10874,2,-,-, 
20190921,TX     ,201910     ,022225,10875,6,-,-, 
20190921,TX     ,201910     ,022229,10875,2,-,-, 
20190921,TX     ,201910     ,022233,10875,30,-,-, 
20190921,TX     ,201910     ,022234,10875,4,-,-, 
20190921,TX     ,201910     ,022248,10875,2,-,-, 
20190921,TX     ,201910     ,022248,10875,10,-,-, 
20190921,TX     ,201910     ,022251,10875,2,-,-, 
20190921,TX     ,201910     ,022300,10875,4,-,-, 
20190921,TX     ,201910     ,022307,10875,4,-,-, 
20190921,TX     ,201910     ,022307,10875,2,-,-, 
20190921,TX     ,201910     ,022307,10875,8,-,-, 
20190921,TX     ,201910     ,022312,10875,4,-,-, 
20190921,TX     ,201910     ,022317,10875,2,-,-, 
20190921,TX     ,201910     ,022321,10874,2,-,-, 
20190921,TX     ,201910     ,022338,10875,10,-,-, 
20190921,TX     ,201910     ,022339,10875,2,-,-, 
20190921,TX     ,201910     ,022349,10875,2,-,-, 
20190921,TX     ,201910     ,022351,10875,2,-,-, 
20190921,TX     ,201910     ,022401,10875,10,-,-, 
20190921,TX     ,201910     ,022401,10875,10,-,-, 
20190921,TX     ,201910     ,022401,10875,4,-,-, 
20190921,TX     ,201910     ,022402,10875,2,-,-, 
20190921,TX     ,201910     ,022402,10876,4,-,-, 
20190921,TX     ,201910     ,022415,10875,2,-,-, 
20190921,TX     ,201910     ,022417,10876,2,-,-, 
20190921,TX     ,201910     ,022436,10876,2,-,-, 
20190921,TX     ,201910     ,022439,10875,2,-,-, 
20190921,TX     ,201910     ,022502,10876,8,-,-, 
20190921,TX     ,201910     ,022503,10876,2,-,-, 
20190921,TX     ,201910     ,022505,10876,2,-,-, 
20190921,TX     ,201910     ,022508,10876,2,-,-, 
20190921,TX     ,201910     ,022514,10876,2,-,-, 
20190921,TX     ,201910     ,022526,10876,2,-,-, 
20190921,TX     ,201910     ,022528,10875,2,-,-, 
20190921,TX     ,201910     ,022544,10875,2,-,-, 
20190921,TX     ,201910     ,022547,10875,4,-,-, 
20190921,TX     ,201910     ,022547,10875,2,-,-, 
20190921,TX     ,201910     ,022547,10875,2,-,-, 
20190921,TX     ,201910     ,022547,10875,2,-,-, 
20190921,TX     ,201910     ,022547,10875,2,-,-, 
20190921,TX     ,201910     ,022547,10875,2,-,-, 
20190921,TX     ,201910     ,022547,10875,2,-,-, 
20190921,TX     ,201910     ,022547,10875,10,-,-, 
20190921,TX     ,201910     ,022554,10874,2,-,-, 
20190921,TX     ,201910     ,022557,10874,2,-,-, 
20190921,TX     ,201910     ,022557,10874,6,-,-, 
20190921,TX     ,201910     ,022557,10874,2,-,-, 
20190921,TX     ,201910     ,022557,10874,2,-,-, 
20190921,TX     ,201910     ,022557,10873,4,-,-, 
20190921,TX     ,201910     ,022605,10873,2,-,-, 
20190921,TX     ,201910     ,022605,10873,18,-,-, 
20190921,TX     ,201910     ,022606,10873,2,-,-, 
20190921,TX     ,201910     ,022606,10873,2,-,-, 
20190921,TX     ,201910     ,022618,10873,32,-,-, 
20190921,TX     ,201910     ,022625,10873,2,-,-, 
20190921,TX     ,201910     ,022625,10873,2,-,-, 
20190921,TX     ,201910     ,022625,10873,2,-,-, 
20190921,TX     ,201910     ,022625,10873,2,-,-, 
20190921,TX     ,201910     ,022625,10873,2,-,-, 
20190921,TX     ,201910     ,022626,10873,2,-,-, 
20190921,TX     ,201910     ,022633,10873,2,-,-, 
20190921,TX     ,201910     ,022638,10873,2,-,-, 
20190921,TX     ,201910     ,022644,10873,2,-,-, 
20190921,TX     ,201910     ,022644,10873,2,-,-, 
20190921,TX     ,201910     ,022645,10872,2,-,-, 
20190921,TX     ,201910     ,022645,10872,2,-,-, 
20190921,TX     ,201910     ,022652,10872,2,-,-, 
20190921,TX     ,201910     ,022652,10872,2,-,-, 
20190921,TX     ,201910     ,022652,10872,6,-,-, 
20190921,TX     ,201910     ,022652,10872,4,-,-, 
20190921,TX     ,201910     ,022652,10872,2,-,-, 
20190921,TX     ,201910     ,022652,10872,2,-,-, 
20190921,TX     ,201910     ,022802,10873,2,-,-, 
20190921,TX     ,201910     ,022811,10873,6,-,-, 
20190921,TX     ,201910     ,022811,10873,2,-,-, 
20190921,TX     ,201910     ,022824,10873,2,-,-, 
20190921,TX     ,201910     ,022830,10873,2,-,-, 
20190921,TX     ,201910     ,022846,10873,4,-,-, 
20190921,TX     ,201910     ,022846,10873,8,-,-, 
20190921,TX     ,201910     ,022846,10873,6,-,-, 
20190921,TX     ,201910     ,022901,10874,2,-,-, 
20190921,TX     ,201910     ,022901,10874,12,-,-, 
20190921,TX     ,201910     ,022902,10875,2,-,-, 
20190921,TX     ,201910     ,022933,10875,2,-,-, 
20190921,TX     ,201910     ,022941,10875,2,-,-, 
20190921,TX     ,201910     ,023002,10875,4,-,-, 
20190921,TX     ,201910     ,023002,10875,8,-,-, 
20190921,TX     ,201910     ,023003,10874,2,-,-, 
20190921,TX     ,201910     ,023003,10874,2,-,-, 
20190921,TX     ,201910     ,023053,10874,2,-,-, 
20190921,TX     ,201910     ,023108,10874,2,-,-, 
20190921,TX     ,201910     ,023110,10874,2,-,-, 
20190921,TX     ,201910     ,023110,10874,6,-,-, 
20190921,TX     ,201910     ,023121,10875,4,-,-, 
20190921,TX     ,201910     ,023137,10874,2,-,-, 
20190921,TX     ,201910     ,023137,10874,2,-,-, 
20190921,TX     ,201910     ,023139,10874,2,-,-, 
20190921,TX     ,201910     ,023148,10874,2,-,-, 
20190921,TX     ,201910     ,023159,10875,4,-,-, 
20190921,TX     ,201910     ,023159,10876,4,-,-, 
20190921,TX     ,201910     ,023159,10876,10,-,-, 
20190921,TX     ,201910     ,023159,10876,10,-,-, 
20190921,TX     ,201910     ,023159,10876,2,-,-, 
20190921,TX     ,201910     ,023200,10876,8,-,-, 
20190921,TX     ,201910     ,023200,10876,18,-,-, 
20190921,TX     ,201910     ,023201,10876,4,-,-, 
20190921,TX     ,201910     ,023207,10876,2,-,-, 
20190921,TX     ,201910     ,023207,10876,4,-,-, 
20190921,TX     ,201910     ,023207,10876,2,-,-, 
20190921,TX     ,201910     ,023207,10876,2,-,-, 
20190921,TX     ,201910     ,023207,10876,4,-,-, 
20190921,TX     ,201910     ,023209,10876,2,-,-, 
20190921,TX     ,201910     ,023209,10876,2,-,-, 
20190921,TX     ,201910     ,023220,10876,2,-,-, 
20190921,TX     ,201910     ,023221,10876,2,-,-, 
20190921,TX     ,201910     ,023222,10876,2,-,-, 
20190921,TX     ,201910     ,023226,10876,2,-,-, 
20190921,TX     ,201910     ,023226,10876,2,-,-, 
20190921,TX     ,201910     ,023227,10876,2,-,-, 
20190921,TX     ,201910     ,023227,10876,2,-,-, 
20190921,TX     ,201910     ,023227,10876,2,-,-, 
20190921,TX     ,201910     ,023228,10876,2,-,-, 
20190921,TX     ,201910     ,023252,10876,2,-,-, 
20190921,TX     ,201910     ,023300,10877,16,-,-, 
20190921,TX     ,201910     ,023305,10877,4,-,-, 
20190921,TX     ,201910     ,023311,10877,8,-,-, 
20190921,TX     ,201910     ,023312,10877,8,-,-, 
20190921,TX     ,201910     ,023315,10877,10,-,-, 
20190921,TX     ,201910     ,023316,10876,2,-,-, 
20190921,TX     ,201910     ,023316,10876,2,-,-, 
20190921,TX     ,201910     ,023334,10876,4,-,-, 
20190921,TX     ,201910     ,023349,10876,2,-,-, 
20190921,TX     ,201910     ,023353,10876,4,-,-, 
20190921,TX     ,201910     ,023353,10876,6,-,-, 
20190921,TX     ,201910     ,023353,10876,18,-,-, 
20190921,TX     ,201910     ,023353,10876,8,-,-, 
20190921,TX     ,201910     ,023353,10876,2,-,-, 
20190921,TX     ,201910     ,023353,10876,4,-,-, 
20190921,TX     ,201910     ,023353,10876,4,-,-, 
20190921,TX     ,201910     ,023355,10876,2,-,-, 
20190921,TX     ,201910     ,023411,10875,2,-,-, 
20190921,TX     ,201910     ,023411,10875,2,-,-, 
20190921,TX     ,201910     ,023438,10875,2,-,-, 
20190921,TX     ,201910     ,023458,10875,2,-,-, 
20190921,TX     ,201910     ,023458,10875,2,-,-, 
20190921,TX     ,201910     ,023503,10875,2,-,-, 
20190921,TX     ,201910     ,023512,10875,2,-,-, 
20190921,TX     ,201910     ,023518,10875,2,-,-, 
20190921,TX     ,201910     ,023524,10875,4,-,-, 
20190921,TX     ,201910     ,023524,10875,2,-,-, 
20190921,TX     ,201910     ,023603,10875,2,-,-, 
20190921,TX     ,201910     ,023608,10875,2,-,-, 
20190921,TX     ,201910     ,023620,10876,10,-,-, 
20190921,TX     ,201910     ,023624,10877,2,-,-, 
20190921,TX     ,201910     ,023636,10876,2,-,-, 
20190921,TX     ,201910     ,023643,10877,4,-,-, 
20190921,TX     ,201910     ,023646,10877,2,-,-, 
20190921,TX     ,201910     ,023651,10877,2,-,-, 
20190921,TX     ,201910     ,023652,10877,2,-,-, 
20190921,TX     ,201910     ,023653,10877,2,-,-, 
20190921,TX     ,201910     ,023658,10877,2,-,-, 
20190921,TX     ,201910     ,023704,10877,2,-,-, 
20190921,TX     ,201910     ,023708,10876,4,-,-, 
20190921,TX     ,201910     ,023711,10877,2,-,-, 
20190921,TX     ,201910     ,023738,10877,2,-,-, 
20190921,TX     ,201910     ,023754,10877,6,-,-, 
20190921,TX     ,201910     ,023802,10878,12,-,-, 
20190921,TX     ,201910     ,023802,10878,2,-,-, 
20190921,TX     ,201910     ,023802,10878,2,-,-, 
