Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20190920,MTX    ,201910     ,234337,10890,2,-,-, 
20190920,MTX    ,201910     ,234337,10890,2,-,-, 
20190920,MTX    ,201910     ,234337,10890,2,-,-, 
20190920,MTX    ,201910     ,234337,10890,2,-,-, 
20190920,MTX    ,201910     ,234337,10890,2,-,-, 
20190920,MTX    ,201910     ,234337,10890,2,-,-, 
20190920,MTX    ,201910     ,234337,10890,10,-,-, 
20190920,MTX    ,201910     ,234337,10890,4,-,-, 
20190920,MTX    ,201910     ,234337,10890,2,-,-, 
20190920,MTX    ,201910     ,234337,10890,6,-,-, 
20190920,MTX    ,201910     ,234339,10889,2,-,-, 
20190920,MTX    ,201910     ,234339,10889,2,-,-, 
20190920,MTX    ,201910     ,234339,10889,2,-,-, 
20190920,MTX    ,201910     ,234339,10889,2,-,-, 
20190920,MTX    ,201910     ,234339,10890,2,-,-, 
20190920,MTX    ,201910     ,234339,10889,2,-,-, 
20190920,MTX    ,201910     ,234340,10891,2,-,-, 
20190920,MTX    ,201910     ,234350,10889,2,-,-, 
20190920,MTX    ,201910     ,234356,10889,2,-,-, 
20190920,MTX    ,201910     ,234400,10889,2,-,-, 
20190920,MTX    ,201910     ,234400,10889,2,-,-, 
20190920,MTX    ,201910     ,234400,10889,2,-,-, 
20190920,MTX    ,201910     ,234400,10889,2,-,-, 
20190920,MTX    ,201910     ,234409,10889,2,-,-, 
20190920,MTX    ,201910     ,234409,10889,2,-,-, 
20190920,MTX    ,201910     ,234410,10889,2,-,-, 
20190920,MTX    ,201910     ,234411,10889,2,-,-, 
20190920,MTX    ,201910     ,234411,10889,2,-,-, 
20190920,MTX    ,201910     ,234412,10890,2,-,-, 
20190920,MTX    ,201910     ,234414,10889,2,-,-, 
20190920,MTX    ,201910     ,234414,10889,2,-,-, 
20190920,MTX    ,201910     ,234414,10889,2,-,-, 
20190920,MTX    ,201910     ,234419,10890,2,-,-, 
20190920,MTX    ,201910     ,234423,10889,2,-,-, 
20190920,MTX    ,201910     ,234423,10889,2,-,-, 
20190920,MTX    ,201910     ,234424,10889,2,-,-, 
20190920,MTX    ,201910     ,234424,10890,2,-,-, 
20190920,MTX    ,201910     ,234427,10890,2,-,-, 
20190920,MTX    ,201910     ,234432,10890,2,-,-, 
20190920,MTX    ,201910     ,234434,10889,2,-,-, 
20190920,MTX    ,201910     ,234434,10889,2,-,-, 
20190920,MTX    ,201910     ,234434,10889,2,-,-, 
20190920,MTX    ,201910     ,234440,10890,4,-,-, 
20190920,MTX    ,201910     ,234441,10890,4,-,-, 
20190920,MTX    ,201910     ,234441,10890,32,-,-, 
20190920,MTX    ,201910     ,234444,10890,2,-,-, 
20190920,MTX    ,201910     ,234445,10891,2,-,-, 
20190920,MTX    ,201910     ,234445,10890,2,-,-, 
20190920,MTX    ,201910     ,234446,10891,2,-,-, 
20190920,MTX    ,201910     ,234447,10891,2,-,-, 
20190920,MTX    ,201910     ,234448,10891,2,-,-, 
20190920,MTX    ,201910     ,234448,10891,2,-,-, 
20190920,MTX    ,201910     ,234448,10891,6,-,-, 
20190920,MTX    ,201910     ,234448,10891,4,-,-, 
20190920,MTX    ,201910     ,234450,10891,2,-,-, 
20190920,MTX    ,201910     ,234500,10892,2,-,-, 
20190920,MTX    ,201910     ,234500,10892,2,-,-, 
20190920,MTX    ,201910     ,234500,10892,2,-,-, 
20190920,MTX    ,201910     ,234501,10892,2,-,-, 
20190920,MTX    ,201910     ,234501,10892,2,-,-, 
20190920,MTX    ,201910     ,234501,10891,2,-,-, 
20190920,MTX    ,201910     ,234503,10892,6,-,-, 
20190920,MTX    ,201910     ,234505,10893,4,-,-, 
20190920,MTX    ,201910     ,234511,10893,2,-,-, 
20190920,MTX    ,201910     ,234512,10893,2,-,-, 
20190920,MTX    ,201910     ,234513,10892,2,-,-, 
20190920,MTX    ,201910     ,234514,10893,4,-,-, 
20190920,MTX    ,201910     ,234517,10893,2,-,-, 
20190920,MTX    ,201910     ,234519,10893,4,-,-, 
20190920,MTX    ,201910     ,234520,10893,2,-,-, 
20190920,MTX    ,201910     ,234525,10893,2,-,-, 
20190920,MTX    ,201910     ,234529,10892,2,-,-, 
20190920,MTX    ,201910     ,234529,10892,2,-,-, 
20190920,MTX    ,201910     ,234529,10892,2,-,-, 
20190920,MTX    ,201910     ,234529,10892,2,-,-, 
20190920,MTX    ,201910     ,234529,10892,2,-,-, 
20190920,MTX    ,201910     ,234529,10892,2,-,-, 
20190920,MTX    ,201910     ,234529,10892,2,-,-, 
20190920,MTX    ,201910     ,234536,10892,2,-,-, 
20190920,MTX    ,201910     ,234537,10891,4,-,-, 
20190920,MTX    ,201910     ,234540,10892,2,-,-, 
20190920,MTX    ,201910     ,234547,10892,2,-,-, 
20190920,MTX    ,201910     ,234548,10892,2,-,-, 
20190920,MTX    ,201910     ,234551,10892,2,-,-, 
20190920,MTX    ,201910     ,234551,10892,2,-,-, 
20190920,MTX    ,201910     ,234554,10892,2,-,-, 
20190920,MTX    ,201910     ,234554,10892,2,-,-, 
20190920,MTX    ,201910     ,234600,10892,2,-,-, 
20190920,MTX    ,201910     ,234600,10892,2,-,-, 
20190920,MTX    ,201910     ,234602,10892,2,-,-, 
20190920,MTX    ,201910     ,234603,10892,2,-,-, 
20190920,MTX    ,201910     ,234606,10892,2,-,-, 
20190920,MTX    ,201910     ,234607,10892,2,-,-, 
20190920,MTX    ,201910     ,234608,10892,4,-,-, 
20190920,MTX    ,201910     ,234611,10892,2,-,-, 
20190920,MTX    ,201910     ,234620,10892,2,-,-, 
20190920,MTX    ,201910     ,234623,10892,2,-,-, 
20190920,MTX    ,201910     ,234623,10892,2,-,-, 
20190920,MTX    ,201910     ,234626,10892,2,-,-, 
20190920,MTX    ,201910     ,234637,10892,2,-,-, 
20190920,MTX    ,201910     ,234650,10892,2,-,-, 
20190920,MTX    ,201910     ,234651,10892,2,-,-, 
20190920,MTX    ,201910     ,234700,10892,4,-,-, 
20190920,MTX    ,201910     ,234702,10892,2,-,-, 
20190920,MTX    ,201910     ,234702,10891,2,-,-, 
20190920,MTX    ,201910     ,234704,10892,4,-,-, 
20190920,MTX    ,201910     ,234705,10891,2,-,-, 
20190920,MTX    ,201910     ,234710,10892,2,-,-, 
20190920,MTX    ,201910     ,234717,10892,2,-,-, 
20190920,MTX    ,201910     ,234720,10892,8,-,-, 
20190920,MTX    ,201910     ,234725,10892,2,-,-, 
20190920,MTX    ,201910     ,234735,10892,8,-,-, 
20190920,MTX    ,201910     ,234737,10892,2,-,-, 
20190920,MTX    ,201910     ,234741,10892,2,-,-, 
20190920,MTX    ,201910     ,234742,10892,4,-,-, 
20190920,MTX    ,201910     ,234749,10892,2,-,-, 
20190920,MTX    ,201910     ,234752,10893,2,-,-, 
20190920,MTX    ,201910     ,234755,10893,2,-,-, 
20190920,MTX    ,201910     ,234756,10892,2,-,-, 
20190920,MTX    ,201910     ,234756,10893,2,-,-, 
20190920,MTX    ,201910     ,234800,10893,6,-,-, 
20190920,MTX    ,201910     ,234804,10893,2,-,-, 
20190920,MTX    ,201910     ,234807,10893,2,-,-, 
20190920,MTX    ,201910     ,234807,10894,2,-,-, 
20190920,MTX    ,201910     ,234807,10893,2,-,-, 
20190920,MTX    ,201910     ,234807,10892,2,-,-, 
20190920,MTX    ,201910     ,234807,10892,2,-,-, 
20190920,MTX    ,201910     ,234807,10892,2,-,-, 
20190920,MTX    ,201910     ,234807,10892,2,-,-, 
20190920,MTX    ,201910     ,234808,10892,2,-,-, 
20190920,MTX    ,201910     ,234808,10892,2,-,-, 
20190920,MTX    ,201910     ,234808,10893,2,-,-, 
20190920,MTX    ,201910     ,234840,10893,2,-,-, 
20190920,MTX    ,201910     ,234840,10893,2,-,-, 
20190920,MTX    ,201910     ,234842,10893,2,-,-, 
20190920,MTX    ,201910     ,234858,10893,8,-,-, 
20190920,MTX    ,201910     ,234902,10893,2,-,-, 
20190920,MTX    ,201910     ,234906,10893,2,-,-, 
20190920,MTX    ,201910     ,234912,10892,4,-,-, 
20190920,MTX    ,201910     ,234912,10892,2,-,-, 
20190920,MTX    ,201910     ,234912,10892,2,-,-, 
20190920,MTX    ,201910     ,234912,10892,2,-,-, 
20190920,MTX    ,201910     ,234912,10892,2,-,-, 
20190920,MTX    ,201910     ,234912,10892,2,-,-, 
20190920,MTX    ,201910     ,234912,10892,2,-,-, 
20190920,MTX    ,201910     ,234913,10892,2,-,-, 
20190920,MTX    ,201910     ,234913,10892,2,-,-, 
20190920,MTX    ,201910     ,234913,10892,2,-,-, 
20190920,MTX    ,201910     ,234913,10892,2,-,-, 
20190920,MTX    ,201910     ,234913,10892,2,-,-, 
20190920,MTX    ,201910     ,234913,10892,2,-,-, 
20190920,MTX    ,201910     ,234913,10891,2,-,-, 
20190920,MTX    ,201910     ,234913,10892,2,-,-, 
20190920,MTX    ,201910     ,234917,10892,2,-,-, 
20190920,MTX    ,201910     ,234945,10893,2,-,-, 
20190920,MTX    ,201910     ,234953,10893,2,-,-, 
20190920,MTX    ,201910     ,234957,10893,4,-,-, 
20190920,MTX    ,201910     ,234959,10893,2,-,-, 
20190920,MTX    ,201910     ,235004,10893,2,-,-, 
20190920,MTX    ,201910     ,235004,10893,2,-,-, 
20190920,MTX    ,201910     ,235005,10892,2,-,-, 
20190920,MTX    ,201910     ,235005,10892,4,-,-, 
20190920,MTX    ,201910     ,235005,10892,2,-,-, 
20190920,MTX    ,201910     ,235005,10892,2,-,-, 
20190920,MTX    ,201910     ,235005,10892,2,-,-, 
20190920,MTX    ,201910     ,235005,10892,2,-,-, 
20190920,MTX    ,201910     ,235005,10892,2,-,-, 
20190920,MTX    ,201910     ,235005,10892,2,-,-, 
20190920,MTX    ,201910     ,235005,10892,2,-,-, 
20190920,MTX    ,201910     ,235005,10892,2,-,-, 
20190920,MTX    ,201910     ,235005,10892,2,-,-, 
20190920,MTX    ,201910     ,235005,10892,2,-,-, 
20190920,MTX    ,201910     ,235005,10892,4,-,-, 
20190920,MTX    ,201910     ,235005,10892,2,-,-, 
20190920,MTX    ,201910     ,235005,10892,4,-,-, 
20190920,MTX    ,201910     ,235005,10892,2,-,-, 
20190920,MTX    ,201910     ,235006,10892,2,-,-, 
20190920,MTX    ,201910     ,235006,10892,2,-,-, 
20190920,MTX    ,201910     ,235006,10892,4,-,-, 
20190920,MTX    ,201910     ,235007,10892,4,-,-, 
20190920,MTX    ,201910     ,235007,10892,2,-,-, 
20190920,MTX    ,201910     ,235007,10892,2,-,-, 
20190920,MTX    ,201910     ,235007,10892,2,-,-, 
20190920,MTX    ,201910     ,235007,10892,2,-,-, 
20190920,MTX    ,201910     ,235007,10892,2,-,-, 
20190920,MTX    ,201910     ,235007,10892,2,-,-, 
20190920,MTX    ,201910     ,235007,10892,4,-,-, 
20190920,MTX    ,201910     ,235008,10893,2,-,-, 
20190920,MTX    ,201910     ,235009,10892,2,-,-, 
20190920,MTX    ,201910     ,235045,10893,2,-,-, 
20190920,MTX    ,201910     ,235047,10892,2,-,-, 
20190920,MTX    ,201910     ,235047,10892,2,-,-, 
20190920,MTX    ,201910     ,235047,10892,2,-,-, 
20190920,MTX    ,201910     ,235047,10892,2,-,-, 
20190920,MTX    ,201910     ,235047,10892,2,-,-, 
20190920,MTX    ,201910     ,235047,10892,2,-,-, 
20190920,MTX    ,201910     ,235047,10892,2,-,-, 
20190920,MTX    ,201910     ,235047,10892,2,-,-, 
20190920,MTX    ,201910     ,235047,10892,2,-,-, 
20190920,MTX    ,201910     ,235047,10891,4,-,-, 
20190920,MTX    ,201910     ,235047,10891,2,-,-, 
20190920,MTX    ,201910     ,235108,10892,2,-,-, 
20190920,MTX    ,201910     ,235136,10893,2,-,-, 
20190920,MTX    ,201910     ,235159,10893,4,-,-, 
20190920,MTX    ,201910     ,235200,10893,2,-,-, 
20190920,MTX    ,201910     ,235201,10892,2,-,-, 
20190920,MTX    ,201910     ,235205,10893,2,-,-, 
20190920,MTX    ,201910     ,235209,10893,2,-,-, 
20190920,MTX    ,201910     ,235211,10892,2,-,-, 
20190920,MTX    ,201910     ,235213,10893,2,-,-, 
20190920,MTX    ,201910     ,235214,10893,2,-,-, 
20190920,MTX    ,201910     ,235215,10893,12,-,-, 
20190920,MTX    ,201910     ,235217,10893,4,-,-, 
20190920,MTX    ,201910     ,235217,10892,2,-,-, 
20190920,MTX    ,201910     ,235217,10892,2,-,-, 
20190920,MTX    ,201910     ,235217,10892,2,-,-, 
20190920,MTX    ,201910     ,235217,10892,2,-,-, 
20190920,MTX    ,201910     ,235217,10892,2,-,-, 
20190920,MTX    ,201910     ,235231,10893,2,-,-, 
20190920,MTX    ,201910     ,235233,10893,2,-,-, 
20190920,MTX    ,201910     ,235248,10893,2,-,-, 
20190920,MTX    ,201910     ,235250,10894,8,-,-, 
20190920,MTX    ,201910     ,235252,10893,2,-,-, 
20190920,MTX    ,201910     ,235252,10893,2,-,-, 
20190920,MTX    ,201910     ,235252,10893,2,-,-, 
20190920,MTX    ,201910     ,235252,10893,2,-,-, 
20190920,MTX    ,201910     ,235252,10893,2,-,-, 
20190920,MTX    ,201910     ,235252,10893,6,-,-, 
20190920,MTX    ,201910     ,235252,10893,2,-,-, 
20190920,MTX    ,201910     ,235258,10893,4,-,-, 
20190920,MTX    ,201910     ,235301,10893,4,-,-, 
20190920,MTX    ,201910     ,235301,10893,2,-,-, 
20190920,MTX    ,201910     ,235302,10893,2,-,-, 
20190920,MTX    ,201910     ,235309,10893,2,-,-, 
20190920,MTX    ,201910     ,235311,10893,2,-,-, 
20190920,MTX    ,201910     ,235311,10892,2,-,-, 
20190920,MTX    ,201910     ,235311,10892,2,-,-, 
20190920,MTX    ,201910     ,235321,10893,2,-,-, 
20190920,MTX    ,201910     ,235326,10893,2,-,-, 
20190920,MTX    ,201910     ,235332,10893,4,-,-, 
20190920,MTX    ,201910     ,235332,10893,2,-,-, 
20190920,MTX    ,201910     ,235342,10893,2,-,-, 
20190920,MTX    ,201910     ,235342,10893,2,-,-, 
20190920,MTX    ,201910     ,235346,10893,2,-,-, 
20190920,MTX    ,201910     ,235346,10893,2,-,-, 
20190920,MTX    ,201910     ,235346,10893,2,-,-, 
20190920,MTX    ,201910     ,235347,10893,2,-,-, 
20190920,MTX    ,201910     ,235353,10893,2,-,-, 
20190920,MTX    ,201910     ,235404,10893,2,-,-, 
20190920,MTX    ,201910     ,235405,10893,2,-,-, 
20190920,MTX    ,201910     ,235408,10893,2,-,-, 
20190920,MTX    ,201910     ,235433,10894,2,-,-, 
20190920,MTX    ,201910     ,235433,10894,2,-,-, 
20190920,MTX    ,201910     ,235440,10894,8,-,-, 
20190920,MTX    ,201910     ,235443,10894,4,-,-, 
20190920,MTX    ,201910     ,235444,10894,2,-,-, 
20190920,MTX    ,201910     ,235449,10895,2,-,-, 
20190920,MTX    ,201910     ,235449,10895,2,-,-, 
20190920,MTX    ,201910     ,235454,10895,2,-,-, 
20190920,MTX    ,201910     ,235454,10895,2,-,-, 
20190920,MTX    ,201910     ,235455,10895,8,-,-, 
20190920,MTX    ,201910     ,235459,10895,2,-,-, 
20190920,MTX    ,201910     ,235511,10895,2,-,-, 
20190920,MTX    ,201910     ,235513,10895,2,-,-, 
20190920,MTX    ,201910     ,235516,10895,6,-,-, 
20190920,MTX    ,201910     ,235516,10895,4,-,-, 
20190920,MTX    ,201910     ,235518,10895,6,-,-, 
20190920,MTX    ,201910     ,235520,10895,6,-,-, 
20190920,MTX    ,201910     ,235521,10895,2,-,-, 
20190920,MTX    ,201910     ,235521,10895,2,-,-, 
20190920,MTX    ,201910     ,235526,10895,2,-,-, 
20190920,MTX    ,201910     ,235527,10895,2,-,-, 
20190920,MTX    ,201910     ,235528,10895,2,-,-, 
20190920,MTX    ,201910     ,235529,10895,2,-,-, 
20190920,MTX    ,201910     ,235530,10895,4,-,-, 
20190920,MTX    ,201910     ,235542,10895,2,-,-, 
20190920,MTX    ,201910     ,235542,10895,2,-,-, 
20190920,MTX    ,201910     ,235543,10895,6,-,-, 
20190920,MTX    ,201910     ,235545,10895,2,-,-, 
20190920,MTX    ,201910     ,235546,10895,2,-,-, 
20190920,MTX    ,201910     ,235547,10896,2,-,-, 
20190920,MTX    ,201910     ,235547,10896,2,-,-, 
20190920,MTX    ,201910     ,235555,10896,2,-,-, 
20190920,MTX    ,201910     ,235555,10896,2,-,-, 
20190920,MTX    ,201910     ,235557,10895,2,-,-, 
20190920,MTX    ,201910     ,235558,10895,2,-,-, 
20190920,MTX    ,201910     ,235558,10895,2,-,-, 
20190920,MTX    ,201910     ,235558,10895,2,-,-, 
20190920,MTX    ,201910     ,235558,10895,2,-,-, 
20190920,MTX    ,201910     ,235558,10895,2,-,-, 
20190920,MTX    ,201910     ,235558,10895,2,-,-, 
20190920,MTX    ,201910     ,235558,10895,2,-,-, 
20190920,MTX    ,201910     ,235601,10895,2,-,-, 
20190920,MTX    ,201910     ,235611,10895,2,-,-, 
20190920,MTX    ,201910     ,235611,10895,2,-,-, 
20190920,MTX    ,201910     ,235611,10895,2,-,-, 
20190920,MTX    ,201910     ,235615,10895,2,-,-, 
20190920,MTX    ,201910     ,235616,10895,2,-,-, 
20190920,MTX    ,201910     ,235617,10896,4,-,-, 
20190920,MTX    ,201910     ,235620,10896,2,-,-, 
20190920,MTX    ,201910     ,235621,10896,2,-,-, 
20190920,MTX    ,201910     ,235622,10895,2,-,-, 
20190920,MTX    ,201910     ,235622,10896,2,-,-, 
20190920,MTX    ,201910     ,235626,10896,2,-,-, 
20190920,MTX    ,201910     ,235631,10896,2,-,-, 
20190920,MTX    ,201910     ,235633,10896,2,-,-, 
20190920,MTX    ,201910     ,235643,10896,2,-,-, 
20190920,MTX    ,201910     ,235650,10896,10,-,-, 
20190920,MTX    ,201910     ,235654,10896,2,-,-, 
20190920,MTX    ,201910     ,235655,10896,4,-,-, 
20190920,MTX    ,201910     ,235656,10896,2,-,-, 
20190920,MTX    ,201910     ,235703,10896,2,-,-, 
20190920,MTX    ,201910     ,235705,10895,2,-,-, 
20190920,MTX    ,201910     ,235709,10896,2,-,-, 
20190920,MTX    ,201910     ,235713,10896,2,-,-, 
20190920,MTX    ,201910     ,235723,10895,2,-,-, 
20190920,MTX    ,201910     ,235815,10895,2,-,-, 
20190920,MTX    ,201910     ,235816,10895,2,-,-, 
20190920,MTX    ,201910     ,235816,10895,2,-,-, 
20190920,MTX    ,201910     ,235816,10895,2,-,-, 
20190920,MTX    ,201910     ,235816,10895,2,-,-, 
20190920,MTX    ,201910     ,235816,10895,2,-,-, 
20190920,MTX    ,201910     ,235817,10895,2,-,-, 
20190920,MTX    ,201910     ,235819,10895,2,-,-, 
20190920,MTX    ,201910     ,235831,10895,2,-,-, 
20190920,MTX    ,201910     ,235843,10895,2,-,-, 
20190920,MTX    ,201910     ,235853,10896,2,-,-, 
20190920,MTX    ,201910     ,235904,10895,2,-,-, 
20190920,MTX    ,201910     ,235904,10896,4,-,-, 
20190920,MTX    ,201910     ,235912,10895,2,-,-, 
20190920,MTX    ,201910     ,235912,10895,2,-,-, 
20190920,MTX    ,201910     ,235912,10895,2,-,-, 
20190920,MTX    ,201910     ,235912,10895,4,-,-, 
20190920,MTX    ,201910     ,235912,10895,2,-,-, 
20190920,MTX    ,201910     ,235912,10895,2,-,-, 
20190920,MTX    ,201910     ,235912,10895,2,-,-, 
20190920,MTX    ,201910     ,235913,10896,4,-,-, 
20190920,MTX    ,201910     ,235924,10896,2,-,-, 
20190920,MTX    ,201910     ,235936,10896,2,-,-, 
20190920,MTX    ,201910     ,235939,10896,2,-,-, 
20190920,MTX    ,201910     ,235949,10896,14,-,-, 
20190920,MTX    ,201910     ,235951,10896,2,-,-, 
20190920,MTX    ,201910     ,235952,10896,4,-,-, 
20190920,MTX    ,201910     ,235952,10896,4,-,-, 
20190920,MTX    ,201910     ,235954,10895,2,-,-, 
20190920,MTX    ,201910     ,235955,10895,2,-,-, 
20190920,MTX    ,201910     ,235958,10896,2,-,-, 
20190921,MTX    ,201910     ,000000,10896,2,-,-, 
20190921,MTX    ,201910     ,000001,10896,4,-,-, 
20190921,MTX    ,201910     ,000001,10895,2,-,-, 
20190921,MTX    ,201910     ,000001,10895,2,-,-, 
20190921,MTX    ,201910     ,000001,10896,2,-,-, 
20190921,MTX    ,201910     ,000001,10895,2,-,-, 
20190921,MTX    ,201910     ,000001,10895,2,-,-, 
20190921,MTX    ,201910     ,000001,10895,2,-,-, 
20190921,MTX    ,201910     ,000001,10895,2,-,-, 
20190921,MTX    ,201910     ,000001,10895,2,-,-, 
20190921,MTX    ,201910     ,000001,10895,6,-,-, 
20190921,MTX    ,201910     ,000002,10895,4,-,-, 
20190921,MTX    ,201910     ,000002,10895,2,-,-, 
20190921,MTX    ,201910     ,000002,10895,2,-,-, 
20190921,MTX    ,201910     ,000002,10894,4,-,-, 
20190921,MTX    ,201910     ,000002,10894,4,-,-, 
20190921,MTX    ,201910     ,000003,10894,2,-,-, 
20190921,MTX    ,201910     ,000016,10895,6,-,-, 
20190921,MTX    ,201910     ,000019,10895,2,-,-, 
20190921,MTX    ,201910     ,000028,10895,2,-,-, 
20190921,MTX    ,201910     ,000028,10896,2,-,-, 
20190921,MTX    ,201910     ,000037,10895,2,-,-, 
20190921,MTX    ,201910     ,000038,10895,2,-,-, 
20190921,MTX    ,201910     ,000048,10895,4,-,-, 
20190921,MTX    ,201910     ,000049,10895,2,-,-, 
20190921,MTX    ,201910     ,000057,10896,2,-,-, 
20190921,MTX    ,201910     ,000058,10895,2,-,-, 
20190921,MTX    ,201910     ,000100,10896,2,-,-, 
20190921,MTX    ,201910     ,000109,10896,2,-,-, 
20190921,MTX    ,201910     ,000110,10896,2,-,-, 
20190921,MTX    ,201910     ,000113,10897,2,-,-, 
20190921,MTX    ,201910     ,000113,10897,4,-,-, 
20190921,MTX    ,201910     ,000113,10897,2,-,-, 
20190921,MTX    ,201910     ,000113,10897,2,-,-, 
20190921,MTX    ,201910     ,000113,10897,2,-,-, 
20190921,MTX    ,201910     ,000125,10896,4,-,-, 
20190921,MTX    ,201910     ,000129,10897,2,-,-, 
20190921,MTX    ,201910     ,000140,10897,4,-,-, 
20190921,MTX    ,201910     ,000151,10897,2,-,-, 
20190921,MTX    ,201910     ,000152,10897,2,-,-, 
20190921,MTX    ,201910     ,000153,10897,2,-,-, 
20190921,MTX    ,201910     ,000200,10897,2,-,-, 
20190921,MTX    ,201910     ,000210,10897,2,-,-, 
20190921,MTX    ,201910     ,000210,10897,2,-,-, 
20190921,MTX    ,201910     ,000213,10897,2,-,-, 
20190921,MTX    ,201910     ,000230,10897,2,-,-, 
20190921,MTX    ,201910     ,000235,10897,2,-,-, 
20190921,MTX    ,201910     ,000237,10896,2,-,-, 
20190921,MTX    ,201910     ,000249,10896,2,-,-, 
20190921,MTX    ,201910     ,000259,10896,2,-,-, 
20190921,MTX    ,201910     ,000259,10897,2,-,-, 
20190921,MTX    ,201910     ,000306,10896,2,-,-, 
20190921,MTX    ,201910     ,000320,10897,2,-,-, 
20190921,MTX    ,201910     ,000323,10896,2,-,-, 
20190921,MTX    ,201910     ,000330,10896,2,-,-, 
20190921,MTX    ,201910     ,000334,10896,2,-,-, 
20190921,MTX    ,201910     ,000334,10896,4,-,-, 
20190921,MTX    ,201910     ,000334,10896,2,-,-, 
20190921,MTX    ,201910     ,000334,10896,4,-,-, 
20190921,MTX    ,201910     ,000334,10896,2,-,-, 
20190921,MTX    ,201910     ,000334,10896,2,-,-, 
20190921,MTX    ,201910     ,000347,10896,2,-,-, 
20190921,MTX    ,201910     ,000401,10896,2,-,-, 
20190921,MTX    ,201910     ,000403,10896,2,-,-, 
20190921,MTX    ,201910     ,000408,10896,2,-,-, 
20190921,MTX    ,201910     ,000416,10896,2,-,-, 
20190921,MTX    ,201910     ,000416,10896,2,-,-, 
20190921,MTX    ,201910     ,000444,10895,2,-,-, 
20190921,MTX    ,201910     ,000444,10895,2,-,-, 
20190921,MTX    ,201910     ,000444,10895,2,-,-, 
20190921,MTX    ,201910     ,000444,10895,2,-,-, 
20190921,MTX    ,201910     ,000444,10895,2,-,-, 
20190921,MTX    ,201910     ,000444,10895,2,-,-, 
20190921,MTX    ,201910     ,000444,10895,2,-,-, 
20190921,MTX    ,201910     ,000444,10895,2,-,-, 
20190921,MTX    ,201910     ,000444,10895,2,-,-, 
20190921,MTX    ,201910     ,000444,10895,2,-,-, 
20190921,MTX    ,201910     ,000446,10895,2,-,-, 
20190921,MTX    ,201910     ,000503,10894,2,-,-, 
20190921,MTX    ,201910     ,000512,10894,2,-,-, 
20190921,MTX    ,201910     ,000514,10894,2,-,-, 
20190921,MTX    ,201910     ,000517,10895,2,-,-, 
20190921,MTX    ,201910     ,000525,10894,2,-,-, 
20190921,MTX    ,201910     ,000531,10894,2,-,-, 
20190921,MTX    ,201910     ,000532,10894,2,-,-, 
20190921,MTX    ,201910     ,000536,10894,2,-,-, 
20190921,MTX    ,201910     ,000539,10894,2,-,-, 
20190921,MTX    ,201910     ,000554,10894,2,-,-, 
20190921,MTX    ,201910     ,000600,10894,2,-,-, 
20190921,MTX    ,201910     ,000601,10894,2,-,-, 
20190921,MTX    ,201910     ,000606,10894,2,-,-, 
20190921,MTX    ,201910     ,000620,10894,2,-,-, 
20190921,MTX    ,201910     ,000635,10894,2,-,-, 
20190921,MTX    ,201910     ,000638,10894,2,-,-, 
20190921,MTX    ,201910     ,000711,10894,2,-,-, 
20190921,MTX    ,201910     ,000711,10894,2,-,-, 
20190921,MTX    ,201910     ,000716,10894,2,-,-, 
20190921,MTX    ,201910     ,000716,10894,2,-,-, 
20190921,MTX    ,201910     ,000717,10894,2,-,-, 
20190921,MTX    ,201910     ,000738,10893,6,-,-, 
20190921,MTX    ,201910     ,000738,10893,2,-,-, 
20190921,MTX    ,201910     ,000743,10893,2,-,-, 
20190921,MTX    ,201910     ,000757,10894,2,-,-, 
20190921,MTX    ,201910     ,000850,10895,2,-,-, 
20190921,MTX    ,201910     ,000851,10895,2,-,-, 
20190921,MTX    ,201910     ,000851,10894,2,-,-, 
20190921,MTX    ,201910     ,000851,10894,2,-,-, 
20190921,MTX    ,201910     ,000859,10894,2,-,-, 
20190921,MTX    ,201910     ,000906,10895,2,-,-, 
20190921,MTX    ,201910     ,000911,10895,2,-,-, 
20190921,MTX    ,201910     ,000920,10895,6,-,-, 
20190921,MTX    ,201910     ,000949,10896,2,-,-, 
20190921,MTX    ,201910     ,000952,10895,2,-,-, 
20190921,MTX    ,201910     ,000952,10895,2,-,-, 
20190921,MTX    ,201910     ,001001,10894,2,-,-, 
20190921,MTX    ,201910     ,001001,10894,2,-,-, 
20190921,MTX    ,201910     ,001001,10894,2,-,-, 
20190921,MTX    ,201910     ,001013,10895,2,-,-, 
20190921,MTX    ,201910     ,001023,10896,2,-,-, 
20190921,MTX    ,201910     ,001029,10896,6,-,-, 
20190921,MTX    ,201910     ,001033,10895,4,-,-, 
20190921,MTX    ,201910     ,001034,10896,2,-,-, 
20190921,MTX    ,201910     ,001034,10896,4,-,-, 
20190921,MTX    ,201910     ,001051,10897,2,-,-, 
20190921,MTX    ,201910     ,001102,10897,2,-,-, 
20190921,MTX    ,201910     ,001102,10897,2,-,-, 
20190921,MTX    ,201910     ,001104,10897,2,-,-, 
20190921,MTX    ,201910     ,001106,10897,2,-,-, 
20190921,MTX    ,201910     ,001110,10897,2,-,-, 
20190921,MTX    ,201910     ,001111,10897,2,-,-, 
20190921,MTX    ,201910     ,001113,10897,2,-,-, 
20190921,MTX    ,201910     ,001114,10897,2,-,-, 
20190921,MTX    ,201910     ,001120,10897,2,-,-, 
