250 , 0 , 0 , [11411.36170301]
250 , 0 , 2 , [11411.36170301]
250 , 0 , 4 , [11411.36170301]
250 , 0 , 6 , [11411.36170301]
250 , 0 , 8 , [11411.36170301]
250 , 0 , 10 , [11411.36170301]
250 , 0 , 12 , [11411.36170301]
250 , 0 , 14 , [11411.36170301]
250 , 0 , 16 , [11411.36170301]
250 , 0 , 18 , [11411.36170301]
250 , 0 , 20 , [11411.36170301]
250 , 0 , 22 , [11411.36170301]
250 , 0 , 24 , [11411.36170301]
250 , 0 , 26 , [11411.36170301]
250 , 0 , 28 , [11411.36170301]
250 , 2 , 0 , [11411.36170301]
250 , 2 , 2 , [11411.36170301]
250 , 2 , 4 , [11411.36170301]
250 , 2 , 6 , [11411.36170301]
250 , 2 , 8 , [11411.36170301]
250 , 2 , 10 , [11411.36170301]
250 , 2 , 12 , [11411.36170301]
250 , 2 , 14 , [11411.36170301]
250 , 2 , 16 , [11411.36170301]
250 , 2 , 18 , [11411.36170301]
250 , 2 , 20 , [11411.36170301]
250 , 2 , 22 , [11411.36170301]
250 , 2 , 24 , [11411.36170301]
250 , 2 , 26 , [11411.36170301]
250 , 2 , 28 , [11411.36170301]
250 , 4 , 0 , [11411.36170301]
250 , 4 , 2 , [11411.36170301]
250 , 4 , 4 , [11411.36170301]
250 , 4 , 6 , [11411.36170301]
250 , 4 , 8 , [11411.36170301]
250 , 4 , 10 , [11411.36170301]
250 , 4 , 12 , [11411.36170301]
250 , 4 , 14 , [11411.36170301]
250 , 4 , 16 , [11411.36170301]
250 , 4 , 18 , [11411.36170301]
250 , 4 , 20 , [11411.36170301]
250 , 4 , 22 , [11411.36170301]
250 , 4 , 24 , [11411.36170301]
250 , 4 , 26 , [11411.36170301]
250 , 4 , 28 , [11411.36170301]
250 , 6 , 0 , [11411.36170301]
250 , 6 , 2 , [11411.36170301]
250 , 6 , 4 , [11411.36170301]
250 , 6 , 6 , [11411.36170301]
250 , 6 , 8 , [11411.36170301]
250 , 6 , 10 , [11411.36170301]
250 , 6 , 12 , [11411.36170301]
250 , 6 , 14 , [11411.36170301]
250 , 6 , 16 , [11411.36170301]
250 , 6 , 18 , [11411.36170301]
250 , 6 , 20 , [11411.36170301]
250 , 6 , 22 , [11411.36170301]
250 , 6 , 24 , [11411.36170301]
250 , 6 , 26 , [11411.36170301]
250 , 6 , 28 , [11411.36170301]
250 , 8 , 0 , [11411.36170301]
250 , 8 , 2 , [11411.36170301]
250 , 8 , 4 , [11411.36170301]
250 , 8 , 6 , [11411.36170301]
250 , 8 , 8 , [11411.36170301]
250 , 8 , 10 , [11411.36170301]
250 , 8 , 12 , [11411.36170301]
250 , 8 , 14 , [11411.36170301]
250 , 8 , 16 , [11411.36170301]
250 , 8 , 18 , [11411.36170301]
250 , 8 , 20 , [11411.36170301]
250 , 8 , 22 , [11411.36170301]
250 , 8 , 24 , [11411.36170301]
250 , 8 , 26 , [11411.36170301]
250 , 8 , 28 , [11411.36170301]
250 , 10 , 0 , [11411.36170301]
250 , 10 , 2 , [11411.36170301]
250 , 10 , 4 , [11411.36170301]
250 , 10 , 6 , [11411.36170301]
250 , 10 , 8 , [11411.36170301]
250 , 10 , 10 , [11411.36170301]
250 , 10 , 12 , [11411.36170301]
250 , 10 , 14 , [11411.36170301]
250 , 10 , 16 , [11411.36170301]
250 , 10 , 18 , [11411.36170301]
250 , 10 , 20 , [11411.36170301]
250 , 10 , 22 , [11411.36170301]
250 , 10 , 24 , [11411.36170301]
250 , 10 , 26 , [11411.36170301]
250 , 10 , 28 , [11411.36170301]
250 , 12 , 0 , [11411.36170301]
250 , 12 , 2 , [11411.36170301]
250 , 12 , 4 , [11411.36170301]
250 , 12 , 6 , [11411.36170301]
250 , 12 , 8 , [11411.36170301]
250 , 12 , 10 , [11411.36170301]
250 , 12 , 12 , [11411.36170301]
250 , 12 , 14 , [11411.36170301]
250 , 12 , 16 , [11411.36170301]
250 , 12 , 18 , [11411.36170301]
250 , 12 , 20 , [11411.36170301]
250 , 12 , 22 , [11411.36170301]
250 , 12 , 24 , [11411.36170301]
250 , 12 , 26 , [11411.36170301]
250 , 12 , 28 , [11411.36170301]
250 , 14 , 0 , [11411.36170301]
250 , 14 , 2 , [11411.36170301]
250 , 14 , 4 , [11411.36170301]
250 , 14 , 6 , [11411.36170301]
250 , 14 , 8 , [11411.36170301]
250 , 14 , 10 , [11411.36170301]
250 , 14 , 12 , [11411.36170301]
250 , 14 , 14 , [11411.36170301]
250 , 14 , 16 , [11411.36170301]
250 , 14 , 18 , [11411.36170301]
250 , 14 , 20 , [11411.36170301]
250 , 14 , 22 , [11411.36170301]
250 , 14 , 24 , [11411.36170301]
250 , 14 , 26 , [11411.36170301]
250 , 14 , 28 , [11411.36170301]
250 , 16 , 0 , [11411.36170301]
250 , 16 , 2 , [11411.36170301]
